CNN,STREET,COLOR
24671000,PINE,Green
23964000,22ND ST WEST,Green
23964000,POTRERO,Green
26525000,BUSH,Green
26525000,LAGUNA,Green
33751000,BAYSHORE,Green
33751000,JERROLD,Green
33751000,US 101 OFF RAMP,Green
26536000,SACRAMENTO,Green
26536000,VAN NESS,Green
24447000,FRANKLIN,Green
24447000,OAK,Green
23897000,06TH ST,Green
23897000,BRYANT,Green
24472000,FRANKLIN,Green
24472000,FULTON,Green
23967000,22ND ST EAST,Green
23967000,POTRERO,Green
24533000,FREMONT,Green
24533000,NATOMA,Green
24533000,TRANSBAY TERMINAL,Green
23991000,23RD ST,Green
23991000,FOLSOM,Green
27554000,26TH AVE,Green
27554000,GEARY,Green
25880000,15TH ST,Green
25880000,MARKET,Green
25880000,SANCHEZ,Green
22927000,VICENTE,Green
22927000,WEST PORTAL,Green
20455000,03RD ST,Green
20455000,FITZGERALD,Green
24550000,EMBARCADERO,Green
24550000,MISSION,Green
23604000,EMBARCADERO,Green
23604000,HARRISON,Green
25175000,POLK,Green
25175000,TURK,Green
26622000,POST,Green
26622000,SCOTT,Green
30742000,07TH ST,Green
30742000,CHARLES J BRENHAM,Red
30742000,MARKET,Green
25994000,OAK,Green
25994000,STEINER,Green
24910000,STOCKTON,Green
24910000,SUTTER,Green
24354000,12TH ST,Green
24354000,HOWARD,Green
50069000,FREMONT,Green
50069000,I-80 OFF-RAMP,Green
25973000,FILLMORE,Green
25973000,TURK,Green
10293000,PARNASSUS,Green
10293000,MIDBLOCK AT,Green
10293000,UCSF HOSPITAL,Green
21765000,MISSION,Green
21765000,SILVER,Green
26704000,NORTH POINT,Green
26704000,POLK,Green
21306000,26TH ST,Green
21306000,MISSION,Green
24748000,CALIFORNIA,Green
24748000,KEARNY,Green
21349000,29TH ST,Green
21349000,SAN JOSE,Green
23016000,HOLLOWAY,Green
23016000,JUNIPERO SERRA,Green
24456000,GOUGH,Green
24456000,PAGE,Green
24711000,SANSOME,Green
24711000,WASHINGTON,Green
26105000,MARKET,Green
26105000,ROMAIN,Green
27857000,34TH AVE,Yellow
27857000,GEARY,Green
25222000,PINE,Green
25222000,POLK,Green
27694000,ORTEGA,Green
27694000,SUNSET,Green
23797000,04TH ST,Green
23797000,BERRY,Green
25053000,PACIFIC,Green
25053000,STOCKTON,Green
24020000,17TH ST,Green
24020000,POTRERO,Green
25461000,BAY,Green
25461000,POWELL,Green
27245000,03RD AVE,Green
27245000,GEARY,Green
27025000,GORGAS,Green
27025000,LYON,Red
27025000,RICHARDSON,Green
24490000,02ND ST,Green
24490000,BRYANT,Green
24995000,CLAY,Green
24995000,STOCKTON,Green
21940000,BOSWORTH,Green
21940000,DIAMOND,Green
25477000,BEACH,Green
25477000,STOCKTON,Green
21354000,27TH ST,Green
21354000,GUERRERO,Green
26541000,JACKSON,Green
26541000,VAN NESS,Green
27221000,GEARY,Green
27221000,JORDAN,Green
27221000,STANYAN,Green
27653000,25TH AVE,Green
27653000,CALIFORNIA,Green
27176000,FUNSTON,Green
27176000,LINCOLN,Green
21829000,HIGHLAND,Green
21829000,MISSION,Green
25607000,23RD ST,Green
25607000,GUERRERO,Green
27735000,JUDAH,Green
27735000,SUNSET,Green
26639000,FILLMORE,Green
26639000,SACRAMENTO,Green
26065000,GOLDEN GATE,Green
26065000,SCOTT,Green
26542000,GOUGH,Yellow
26542000,SACRAMENTO,Green
24778000,JACKSON,Green
24778000,KEARNY,Green
23929000,07TH ST,Green
23929000,HARRISON,Red
23929000,US I-80 ON RAMP,Green
25999000,HAIGHT,Green
25999000,PIERCE,Green
24527000,FREMONT,Green
24527000,HOWARD,Green
27289000,09TH AVE,Green
27289000,GEARY,Green
20493000,03RD ST,Green
20493000,ARMSTRONG,Green
25145000,HYDE,Green
25145000,O'FARRELL,Green
9096000,MISSION,Green
9096000,MIDBLOCK AT,Green
9096000,04TH ST,Green
9096000,05TH ST,Green
23550000,03RD ST,Green
23550000,24TH ST,Green
26700000,CHESTNUT,Green
26700000,FRANKLIN,Green
24326000,GOLDEN GATE,Green
24326000,JONES,Green
20239000,03RD ST,Green
20239000,EVANS,Green
24145000,19TH ST,Green
24145000,MISSION,Green
26705000,BAY,Green
26705000,VAN NESS,Green
26611000,CALIFORNIA,Green
26611000,FILLMORE,Green
24583000,03RD ST,Green
24583000,FOLSOM,Green
21359000,CARTER,Green
21359000,GENEVA,Green
21359000,WALBRIDGE,Green
25727000,15TH ST,Green
25727000,CHURCH,Green
26519000,LAGUNA,Green
26519000,SUTTER,Green
30734000,02ND ST,Green
30734000,MARKET,Green
22245000,GENNESSEE,Yellow
22245000,MONTEREY,Green
26396000,EWING,Green
26396000,MASONIC,Green
27213000,ARGUELLO,Green
27213000,BALBOA,Red
27213000,TURK,Green
24466000,MCALLISTER,Green
24466000,VAN NESS,Green
26419000,COLE,Green
26419000,OAK,Green
26344000,MASONIC,Green
26344000,PAGE,Green
22755000,CERRITOS,Green
22755000,OCEAN,Red
22755000,WESTGATE,Green
24437000,GROVE,Green
24437000,POLK,Green
27290000,08TH AVE,Green
27290000,CLEMENT,Green
33722000,PLYMOUTH,Green
33722000,SAGAMORE,Green
33722000,SAN JOSE,Green
33722000,SICKLES,Green
26475000,FULTON,Green
26475000,STANYAN,Green
23958000,24TH ST,Green
23958000,BRYANT,Green
24324000,LEAVENWORTH,Green
24324000,MCALLISTER,Green
21769000,BRAZIL,Green
21769000,MISSION,Green
21769000,NORTON,Green
23570000,03RD ST,Green
23570000,18TH ST,Green
26685000,FILBERT,Green
26685000,VAN NESS,Green
24741000,BUSH,Green
24741000,GRANT,Green
24694000,BATTERY,Green
24694000,CLAY,Green
25962000,LAGUNA,Green
25962000,TURK,Green
24768000,BROADWAY,Green
24768000,MONTGOMERY,Green
24733000,KEARNY,Yellow
24733000,SACRAMENTO,Green
32977000,CORBETT,Green
32977000,MARKET,Red
32977000,PORTOLA,Green
24774000,KEARNY,Green
24774000,WASHINGTON,Green
21485000,MISSION,Green
21485000,NIAGARA,Green
21485000,POPE,Green
21485000,ROLPH,Green
10390000,PHELAN,Green
10390000,MIDBLOCK AT,Red
10390000,CLOUD CIRCLE,Green
7832201,KING,Green
7832201,MIDBLOCK AT,Green
7832201,02ND ST,Green
7832201,03RD ST,Green
26002000,OAK,Green
26002000,PIERCE,Green
23825000,LUSK,Green
23825000,TOWNSEND,Green
27542000,24TH AVE,Green
27542000,GEARY,Green
24913000,MASON,Green
24913000,O'FARRELL,Green
25197000,GEARY,Green
25197000,VAN NESS,Green
24532000,01ST ST,Green
24532000,HOWARD,Green
26826000,BAKER,Green
26826000,PINE,Green
23205000,19TH AVE,Green
23205000,PACHECO,Green
26701000,BAY,Green
26701000,POLK,Green
24063000,24TH ST,Green
24063000,SOUTH VAN NESS,Green
21489000,ALLISON,Green
21489000,MISSION,Green
21489000,MOUNT VERNON,Green
26471000,FULTON,Green
26471000,PARKER,Green
26471000,SHRADER,Green
27084000,06TH AVE,Green
27084000,IRVING,Green
25003000,PINE,Green
25003000,POWELL,Green
21142000,ALABAMA,Green
21142000,CESAR CHAVEZ,Green
26400000,ANZA,Green
26400000,MASONIC,Red
26400000,O'FARRELL,Green
24334000,GOLDEN GATE,Green
24334000,LEAVENWORTH,Green
27248000,04TH AVE,Green
27248000,GEARY,Green
23159000,19TH AVE,Green
23159000,VICENTE,Green
25149000,ELLIS,Green
25149000,LARKIN,Green
25965000,FILLMORE,Green
25965000,FULTON,Green
24139000,17TH ST,Green
24139000,SOUTH VAN NESS,Green
27537000,21ST AVE,Green
27537000,GEARY,Green
24461000,FRANKLIN,Green
24461000,GROVE,Green
23890000,06TH ST,Green
23890000,BRANNAN,Green
23890000,US I-280 ON/OFF RAMPS,Green
34162000,03RD ST,Green
34162000,WARRIORS WAY,Green
25959000,GOLDEN GATE,Green
25959000,LAGUNA,Green
26817000,BRODERICK,Green
26817000,PINE,Green
26614000,POST,Green
26614000,STEINER,Green
20500000,03RD ST,Green
20500000,SHAFTER,Green
26631000,PINE,Green
26631000,STEINER,Green
25303000,POLK,Green
25303000,WASHINGTON,Green
27545000,25TH AVE,Green
27545000,BALBOA,Green
8747101,MARKET,Green
8747101,MIDBLOCK AT,Green
8747101,POWELL,Green
20203000,EVANS,Green
20203000,MENDELL,Green
26810000,BUSH,Green
26810000,DIVISADERO,Green
24936000,ELLIS,Green
24936000,JONES,Green
23418000,QUINTARA,Green
23418000,SUNSET,Green
20244000,03RD ST,Green
20244000,DAVIDSON,Red
20244000,PHELPS,Green
21331000,MISSION,Green
21331000,VIRGINIA,Green
26849000,PRESIDIO,Green
26849000,SACRAMENTO,Green
23746000,16TH ST,Green
23746000,WISCONSIN,Green
26604000,PINE,Green
26604000,WEBSTER,Green
24574000,DRUMM,Green
24574000,SACRAMENTO,Green
24216000,11TH ST,Green
24216000,BRYANT,Green
24216000,DIVISION,Green
24216000,10",Green
25525000,COLUMBUS,Green
25525000,FRANCISCO,Green
24596000,HOWARD,Green
24596000,NEW MONTGOMERY,Green
20578000,DWIGHT,Green
20578000,PAUL,Green
20578000,SAN BRUNO,Green
25967000,MCALLISTER,Green
25967000,WEBSTER,Green
22088000,CAYUGA,Green
22088000,GENEVA,Green
26338000,ASHBURY,Green
26338000,HAIGHT,Green
24546000,EMBARCADERO,Green
24546000,HOWARD,Green
24917000,GEARY,Green
24917000,MASON,Green
24504000,HOWARD,Green
24504000,MAIN,Green
26568000,BROADWAY,Yellow
26568000,GOUGH,Green
24342000,14TH ST,Green
24342000,SOUTH VAN NESS,Green
21135000,BRYANT,Green
21135000,CESAR CHAVEZ,Green
25152000,LARKIN,Green
25152000,O'FARRELL,Green
24747000,GRANT,Green
24747000,PINE,Green
24209000,09TH ST,Green
24209000,HARRISON,Green
21890000,30TH ST,Green
21890000,SAN JOSE,Green
24918000,POST,Green
24918000,POWELL,Green
24729000,CALIFORNIA,Green
24729000,MONTGOMERY,Green
23599000,BEALE,Green
23599000,BRYANT,Green
24435000,FULTON,Green
24435000,LARKIN,Green
21326000,CORTLAND,Green
21326000,MISSION,Green
22524000,ARCH,Green
22524000,BROTHERHOOD,Green
27216000,ANZA,Green
27216000,STANYAN,Green
25683000,19TH ST,Green
25683000,DOLORES,Green
23881000,09TH ST,Green
23881000,BRANNAN,Green
30765000,BATTERY,Green
30765000,BROADWAY,Green
24902000,O'FARRELL,Green
24902000,STOCKTON,Green
26770000,LOMBARD,Green
26770000,STEINER,Green
33493000,ALEMANY,Green
33493000,FARRAGUT,Green
26061000,BRODERICK,Green
26061000,FULTON,Green
24976000,BUSH,Green
24976000,POWELL,Green
25941000,GOUGH,Green
25941000,MCALLISTER,Green
26072000,BRODERICK,Green
26072000,MCALLISTER,Green
23574000,ILLINOIS,Green
23574000,MARIPOSA,Green
23574000,TERRY A FRANCOIS,Green
24519000,02ND ST,Green
24519000,FOLSOM,Green
24451000,FRANKLIN,Green
24451000,HAYES,Green
27620000,CALIFORNIA,Green
27620000,PARK PRESIDIO,Green
24634000,05TH ST,Green
24634000,MISSION,Green
24142000,16TH ST,Green
24142000,SOUTH VAN NESS,Green
26434000,HAIGHT,Green
26434000,STANYAN,Green
26498000,BUSH,Green
26498000,FRANKLIN,Green
26362000,BAKER,Green
26362000,TURK,Green
26822000,BRODERICK,Green
26822000,CALIFORNIA,Green
26667000,FILLMORE,Green
26667000,UNION,Green
24206000,10TH ST,Green
24206000,HARRISON,Green
24881000,BAY,Green
24881000,EMBARCADERO,Green
6436202,GREAT HWY,Green
6436202,TARAVAL,Green
27141000,07TH AVE,Green
27141000,KIRKHAM,Green
27830000,36TH AVE,Green
27830000,FULTON,Green
27037000,CLARENDON,Green
27037000,LAGUNA HONDA,Green
26549000,FRANKLIN,Green
26549000,PACIFIC,Green
26430000,HAIGHT,Green
26430000,SHRADER,Green
22629000,MIRAMAR,Green
22629000,OCEAN,Green
26342000,HAIGHT,Green
26342000,MASONIC,Green
24900000,ELLIS,Green
24900000,MASON,Green
23819000,05TH ST,Green
23819000,KING,Green
25073000,CALIFORNIA,Green
25073000,MASON,Green
25186000,EDDY,Green
25186000,VAN NESS,Green
26460000,TAMALPAIS,Yellow
26460000,TURK,Green
26500000,CALIFORNIA,Green
26500000,FRANKLIN,Green
25676000,19TH ST,Green
25676000,GUERRERO,Green
26948000,CALIFORNIA,Green
26948000,MAPLE,Red
26948000,PARKER,Green
26433000,STANYAN,Green
26433000,WALLER,Green
27547000,25TH AVE,Green
27547000,ANZA,Green
24639000,03RD ST,Green
24639000,STEVENSON,Green
25192000,O'FARRELL,Green
25192000,VAN NESS,Green
25993000,HAIGHT,Green
25993000,STEINER,Green
24293000,06TH ST,Green
24293000,MISSION,Green
25048000,POWELL,Green
25048000,WASHINGTON,Green
24004000,18TH ST,Green
24004000,POTRERO,Green
23785000,07TH ST,Green
23785000,16TH ST,Green
23785000,MISSISSIPPI,Green
26514000,GEARY,Green
26514000,LAGUNA,Green
23606000,HARRISON,Green
23606000,SPEAR,Green
24602000,MISSION,Green
24602000,SHAW,Green
24079000,21ST ST,Green
24079000,FOLSOM,Green
25103000,JACKSON,Green
25103000,MASON,Green
24183000,16TH ST,Green
24183000,VALENCIA,Green
30749000,12TH ST,Green
30749000,FRANKLIN,Green
30749000,MARKET,Green
30749000,PAGE,Green
23535000,03RD ST,Green
23535000,CESAR CHAVEZ,Green
25176000,EDDY,Yellow
25176000,POLK,Green
27191000,ARGUELLO,Green
27191000,FULTON,Green
26624000,DIVISADERO,Green
26624000,SUTTER,Green
20308000,BAYSHORE,Green
20308000,VISITACION,Green
20816000,BAYSHORE,Green
20816000,OAKDALE,Green
20496000,03RD ST,Green
20496000,QUESADA,Green
24701000,SACRAMENTO,Green
24701000,SANSOME,Green
23579000,03RD ST,Green
23579000,MISSION ROCK,Green
23079000,19TH AVE,Green
23079000,OCEAN,Green
25208000,POLK,Green
25208000,SUTTER,Green
22556000,19TH AVE,Green
22556000,JUNIPERO SERRA,Green
25930000,BUCHANAN,Green
25930000,FELL,Green
23908000,05TH ST,Green
23908000,HARRISON,Red
23908000,US I-80 OFF RAMP,Green
23367000,SUNSET,Green
23367000,WAWONA,Green
24926000,ELLIS,Green
24926000,TAYLOR,Green
27343000,19TH AVE,Green
27343000,LAWTON,Green
24476000,FRANKLIN,Green
24476000,GOLDEN GATE,Green
23603000,HARRISON,Green
23603000,MAIN,Green
12553211,DON CHEE,Green
12553211,EMBARCADERO,Green
25533000,BAY,Green
25533000,COLUMBUS,Green
25533000,JONES,Green
26540000,VAN NESS,Green
26540000,WASHINGTON,Green
25853000,MCCOPPIN,Green
25853000,VALENCIA,Green
21751000,MISSION,Green
21751000,ONONDAGA,Green
21496000,FOOTE,Yellow
21496000,GUTTENBERG,Green
21496000,MISSION,Green
21362000,BROOKDALE,Green
21362000,GENEVA,Green
30739000,05TH ST,Green
30739000,MARKET,Green
25174000,BUSH,Green
25174000,HYDE,Green
24627000,04TH ST,Green
24627000,HOWARD,Green
25595000,BEACH,Green
25595000,JONES,Green
26067000,DIVISADERO,Green
26067000,MCALLISTER,Green
21526000,ALEMANY,Green
21526000,FOOTE,Green
24613000,03RD ST,Green
24613000,MISSION,Green
20770000,SAN BRUNO,Green
20770000,SILVER,Green
25900000,OAK,Green
25900000,WEBSTER,Green
24660000,GRANT,Green
24660000,POST,Green
26721000,LOMBARD,Green
26721000,OCTAVIA,Green
22105000,GENEVA,Green
22105000,SAN JOSE,Green
25090000,JONES,Green
25090000,PINE,Green
25594000,JEFFERSON,Green
25594000,TAYLOR,Green
22795000,OCEAN,Green
22795000,SAN FERNANDO,Green
24199000,08TH ST,Green
24199000,BRYANT,Green
24347000,12TH ST,Green
24347000,FOLSOM,Green
24088000,24TH ST,Green
24088000,MISSION,Green
24957000,BUSH,Green
24957000,TAYLOR,Green
26349000,CENTRAL,Green
26349000,FELL,Green
27596000,06TH AVE,Green
27596000,CALIFORNIA,Green
2829000,BAYSHORE,Green
2829000,MIDBLOCK AT,Green
2829000,CESAR CHAVEZ,Green
2829000,MARIN,Green
24229000,11TH ST,Green
24229000,HARRISON,Green
27558000,28TH AVE,Green
27558000,GEARY,Green
32920000,18TH ST,Green
32920000,MARKET,Green
25479000,BEACH,Green
25479000,POWELL,Green
21441000,GENEVA,Green
21441000,MADRID,Green
25091000,CALIFORNIA,Green
25091000,JONES,Green
24153000,20TH ST,Green
24153000,VALENCIA,Green
25473000,BAY,Green
25473000,MASON,Green
30757000,GUERRERO,Green
30757000,HERMANN,Green
30757000,LAGUNA,Green
30757000,MARKET,Green
6436208,GREAT HWY,Green
6436208,JUDAH,Green
26727000,BAY,Green
26727000,OCTAVIA,Green
27374000,19TH AVE,Green
27374000,CROSS OVER,Green
27374000,LINCOLN,Green
27374000,5",Green
24909000,POWELL,Green
24909000,SUTTER,Green
23605000,EMBARCADERO,Green
23605000,FOLSOM,Green
21781000,ALEMANY,Green
21781000,SILVER,Green
25512000,HYDE,Green
25512000,UNION,Green
26537000,FRANKLIN,Green
26537000,SACRAMENTO,Green
